Taxonomy#ID	UniProt#protein	RefSeq#gene	RefSeq#cds	BioProject#ID	BioProject#gene	BioProject#cds
700015	1768	1858	1768	PRJNA65787	1858	1768
700598	7171	7444	7174	PRJNA83125	7444	7174
701177	5085	5371	5121	PRJNA46655	5371	5121
701347	4393	4557	4399	PRJNA59969	4557	4399
701521	1877	1976	1881	PRJNA81103	1976	1881
702113	4624	4757	4664	PRJNA67383	4757	4664
702452	3004	3009	3004	PRJNA181425	3009	3004
702453	3175	3175	3175	PRJNA181424	3175	3175
702454	3168	3170	3168	PRJNA61343	3170	3168
702455	2969	2969	2969	PRJNA181423	2969	2969
702456	3165	3169	3165	PRJNA181422	3169	3165
702457	2963	2969	2963	PRJNA61341	2969	2963
702458	3318	3323	3318	PRJNA181421	3323	3318
702459	1707	1791	1706	PRJNA59883	1791	1706
703339	2639	2732	2650	PRJNA161969	2732	2650
703352	3347	3422	3358	PRJNA158855	3422	3358
703613	1534	1601	1538	PRJNA162513	1601	1538
706191	4242	4341	4237	PRJNA46807	4341	4237
706194	246	288	246	PRJNA52535	288	246
706587	5412	5664	5494	PRJNA168320	5664	5494
707183	926	969	926	PRJNA161369	969	926
707184	927	970	927	PRJNA161403	970	927
707185	920	963	920	PRJNA161353	963	920
707186	927	970	927	PRJNA161361	970	927
707187	919	962	919	PRJNA161409	962	919
707235	3909	4001	3944	PRJNA161997	4001	3944
707241	7316	7156	7093	PRJNA159685	7156	7093
708248	795	844	794	PRJNA63665	844	794
708616	741	810	756	PRJNA162001	810	756
709032	2794	2879	2798	PRJNA60789	2879	2798
709797	4236	4293	4236	PRJNA68635	4293	4236
709986	3262	3367	3264	PRJNA62225	3367	3264
709991	3479	3746	3497	PRJNA63397	3746	3497
710111	6029	6546	6033	PRJNA169226	6546	6033
710127	761	817	763	PRJNA57993	817	763
710128	763	820	766	PRJNA161999	820	766
710421	5805	6068	5843	PRJNA168322	6068	5843
710685	6105	6336	6147	PRJNA75107	6336	6147
710686	6932	7309	6939	PRJNA184820	7309	6939
710696	3551	3707	3563	PRJNA61729	3707	3563
712898	4590	4690	4590	PRJNA49871	4690	4590
712938	1043	1149	1051	PRJNA162003	1149	1051
712961	1533	1674	1552	PRJNA162005	1674	1552
713600	477	512	477	PRJNA158845	512	477
713601	590	625	590	PRJNA158847	625	590
713602	573	608	573	PRJNA158849	608	573
713603	577	612	577	PRJNA158843	612	577
713604	10563	18930	18797	PRJNA158689	9639	9575
713604	10563	18930	18797	PRJNA171830	9291	9222
714313	1263	1519	1284	PRJNA72937	1519	1284
714359	5325	5513	5352	PRJNA49135	5513	5352
714943	6864	7236	7006	PRJNA60581	7236	7006
714962	4748	4970	4757	PRJNA162007	4970	4757
714995	3312	3351	3308	PRJNA48811	3351	3308
715451	4343	4450	4371	PRJNA67349	4450	4371
716540	3563	3712	3565	PRJNA46943	3712	3565
716541	5411	5639	5518	PRJNA48363	5639	5518
716544	1920	1999	1956	PRJNA49531	1999	1956
717231	2185	2397	2261	PRJNA68147	2397	2261
717522	3916	4031	3952	PRJNA86889	4031	3952
717605	3793	4113	3858	PRJNA74021	4113	3858
717773	1664	1735	1665	PRJNA67391	1735	1665
717774	4118	4330	4121	PRJNA64753	4330	4121
717959	2563					
717960	1442					
717961	2211					
717962	2985					
718219	921	964	921	PRJNA161377	964	921
718251	3251	3389	3256	PRJNA159657	3389	3256
718252	2755					
718255	3629					
718271	1783	1866	1783	PRJNA159533	1866	1783
718274		4976	4870	PRJNA84397	4976	4870
720554	3774	4220	3892	PRJNA82345	4220	3892
720555	4186	4282	4186	PRJNA59887	4282	4186
722438	629	799	629	PRJNA162027	799	629
722911	1682					
741091	5099	5286	5111	PRJNA62715	5286	5111
741093	5080	5298	5183	PRJNA163995	5298	5183
742013	5855	6029	5861	PRJNA67319	6029	5861
742729	1595	1661	1597	PRJNA163693	1661	1597
743299	3067	3335	3093	PRJNA67387	3335	3093
743525	2448	2515	2458	PRJNA62273	2515	2458
743713	5218	5286	5224	PRJNA182045	5286	5224
743718	2879	3079	2881	PRJNA67501	3079	2881
743720	4459	4575	4461	PRJNA67351	4575	4461
743721	3068	3172	3070	PRJNA62105	3172	3070
743722	5132	5338	5169	PRJNA64755	5338	5169
743965	651	725	650	PRJNA72481	725	650
743973	1539	1610	1542	PRJNA170255	1610	1542
744872	2754	2928	2789	PRJNA68753	2928	2789
744985	1492	1531	1493	PRJNA175778	1531	1493
745277	4841	5110	4866	PRJNA86855	5110	4866
745776	4329	4465	4340	PRJNA162509	4465	4340
746360	5862	5917	5862	PRJNA60611	5917	5862
746361	2446	2594	2510	PRJNA167481	2594	2510
746697	3128	3242	3140	PRJNA168181	3242	3140
747365		1910	1807	PRJNA66601	1910	1807
748280	3958	4124	4012	PRJNA73423	4124	4012
748449	2446	2629	2468	PRJNA184862	2629	2468
748671	2003	2098	2022	PRJNA48359	2098	2022
748727	4149	4296	4184	PRJNA50583	4296	4184
749219	2969	1964	1886	PRJNA48809	1964	1886
749222	2076	2173	2088	PRJNA62183	2173	2088
749414	10019	10107	10022	PRJNA82931	10107	10022
749927	9204	9292	9228	PRJNA50565	9292	9228
751585	2128					
751945	2415	343	324	PRJNA178948	343	324
754035	5787	6075	5792	PRJNA75101	6075	5792
754252	2310	2484	2375	PRJNA49535	2484	2375
754476	3008	3096	3022	PRJNA162947	3096	3022
754477	2685	2748	2691	PRJNA162949	2748	2691
754507	2052	2142	2058	PRJNA80743	2142	2058
755178	3415	3614	3431	PRJNA183340	3614	3431
755731	3915	4113	3920	PRJNA84307	4113	3920
755732	4016	4131	4033	PRJNA65271	4131	4033
756272	4710	4865	4750	PRJNA60583	4865	4750
756499	3993	4241	4011	PRJNA82553	4241	4011
756883	3413	3788	3476	PRJNA72619	3788	3476
757424	4732	4804	4735	PRJNA50427	4804	4735
757425	1531	1671	1534	PRJNA61249	1671	1534
758678	3525	3866	3527	PRJNA159513	3866	3527
759350	1944	2035	1958	PRJNA49131	2035	1958
759362	3049	3198	3054	PRJNA161161	3198	3054
759363	878	921	878	PRJNA159881	921	878
759364	878	921	878	PRJNA159879	921	878
759913	2195	2287	2215	PRJNA178644	2287	2215
759914	2301	2336	2299	PRJNA50609	2336	2299
760011	1819	1924	1822	PRJNA66331	1924	1822
760142	1653	1779	1677	PRJNA65267	1779	1677
760154	2478	2565	2491	PRJNA168117	2565	2491
760192	6704	6918	6752	PRJNA66777	6918	6752
760568	3385	3626	3398	PRJNA67357	3626	3398
760570	2022	2103	2022	PRJNA49313	2103	2022
761193	5750	6023	5774	PRJNA68317	6023	5774
761659	3247	3303	3257	PRJNA47323	3303	3257
762051	2128	2209	2129	PRJNA48589	2209	2129
762376	6798	6894	6815	PRJNA59899	6894	6815
762550	1902	1993	1912	PRJNA50385	1993	1912
762570	2834	2968	2838	PRJNA72767	2968	2838
762633	2327	2488	2339	PRJNA159537	2488	2339
762903	3780	3920	3792	PRJNA61349	3920	3792
762948	2212	2282	2217	PRJNA49331	2282	2217
765177	1345	1421	1345	PRJNA62227	1421	1345
765698	6260	6532	6264	PRJNA62101	6532	6264
765874	2110	2171	2110	PRJNA50585	2171	2110
765911	4175	4627	4330	PRJNA74025	4627	4330
765912	3510	3783	3562	PRJNA184343	3783	3562
765952	2784	2842	2789	PRJNA68335	2842	2789
765962	1579	1623	1581	PRJNA53541	1623	1581
765963	1563	1605	1563	PRJNA53539	1605	1563
765964	1563	1606	1564	PRJNA159987	1606	1564
767029	2930	3175	2938	PRJNA170533	3175	2938
767031	2380	2495	2386	PRJNA65091	2495	2386
767434	3098	3288	3101	PRJNA81775	3288	3101
767455	2001	2183	2018	PRJNA60621	2183	2018
767462	1935	2148	1978	PRJNA162017	2148	1978
767463	1907	2038	1919	PRJNA162015	2038	1919
767465	754	873	814	PRJNA168665	873	814
768065	2638	3546	2743	PRJEA162019	3546	2743
768066	3469	3555	3474	PRJNA52781	3555	3474
768486	2744	2846	2755	PRJNA70619	2846	2755
768490	4950	5140	4952	PRJNA67315	5140	4952
768492	4950	5139	4952	PRJNA67313	5139	4952
768493	4950	5140	4951	PRJNA162065	5140	4951
768494	5786	5917	5791	PRJNA162021	5917	5791
768670	2089	2177	2100	PRJNA60821	2177	2100
768672	1419	1522	1421	PRJNA75119	1522	1421
768679	2047					
768700	853	884	845	PRJNA61897	884	845
768704	4336	4660	4352	PRJNA75097	4660	4352
768706	5218	5627	5242	PRJNA82939	5627	5242
768710	5108	5452	5138	PRJNA82713	5452	5138
771875	1914	2063	1947	PRJNA78143	2063	1947
788929	2183	2271	2216	PRJNA162023	2271	2216
794851	1504	1550	1508	PRJNA159467	1550	1508
795359	1594	1687	1596	PRJNA68283	1687	1596
795797	4212	3925	3873	PRJNA50305	3925	3873
797210	4221	4370	4221	PRJNA68105	4370	4221
797302	3093	3187	3099	PRJNA184819	3187	3099
797303	5024	4461	4199	PRJNA74437	4461	4199
797304	4406	3835	3656	PRJNA74439	3835	3656
798128	2381	2508	2402	PRJNA162129	2508	2402
798130	6401	6468	6409	PRJNA60643	6468	6409
798300	1658	1757	1662	PRJNA158037	1757	1662
856793	2432	2476	2432	PRJNA73585	2476	2432
857087	4435	4664	4494	PRJNA67363	4664	4494
858215	2318	2492	2345	PRJNA63163	2492	2345
858619	2972	3131	3039	PRJNA62003	3131	3039
859194	1524	1583	1527	PRJNA162029	1583	1527
859653	1430	1466	1431	PRJNA175779	1466	1431
859654	587	0	0	PRJNA62083	0	0
859656	3226	3367	3221	PRJNA50545	3367	3221
859657	8	5178	4978	PRJNA50539	5178	4978
860228	2394	2471	2404	PRJNA70727	2471	2404
861208	5332	5417	5345	PRJNA63403	5417	5345
861360	3380	3771	3436	PRJNA53509	3771	3436
862259	898	964	924	PRJNA66189	964	924
862719	6062	6349	6094	PRJNA82343	6349	6094
862751	6354	6648	6357	PRJNA72627	6648	6357
862908	3230	3292	3231	PRJNA82341	3292	3231
862962	4284	4416	4290	PRJNA84217	4416	4290
862964	1870	1984	1903	PRJNA86647	1984	1903
862965	1973	2056	1975	PRJNA72801	2056	1975
863638	3912	4024	3916	PRJNA159515	4024	3916
863767	2869	3014	2929	PRJEA174871	3014	2929
863768		3075	2990	PRJEA174872	3075	2990
863769		3025	2940	PRJNA52455	3025	2940
864051	4891	5022	4908	PRJNA83013	5022	4908
864564	1679	1734	1680	PRJNA61281	1734	1680
864702	4672					
865867	1056					
865938	2045	2179	2049	PRJNA63627	2179	2049
866344	1486	1543	1500	PRJNA161145	1543	1500
866345	1480	1526	1483	PRJNA159991	1526	1483
866346	1515	1563	1520	PRJNA161143	1563	1520
866536	3607	3879	3680	PRJNA168182	3879	3680
866628	1					
866629	902	940	905	PRJEA162031	940	905
866630	1764	1892	1770	PRJNA62123	1892	1770
866768		4425	4228	PRJNA59245	4425	4228
866775	1684	2024	1726	PRJNA64757	2024	1726
866777	1821	2011	1826	PRJNA158863	2011	1826
866895	4100	4224	4126	PRJEA162033	4224	4126
867900	3281	3358	3284	PRJNA63401	3358	3284
867902	2136	2371	2267	PRJNA168256	2371	2267
867904	2549	2726	2556	PRJNA184864	2726	2556
868131	2394	2500	2397	PRJNA67359	2500	2397
868132	2493	2584	2493	PRJNA63623	2584	2493
868595	2620	2836	2657	PRJNA67317	2836	2657
868597	4056	4177	4063	PRJNA72473	4177	4063
868864	1496	1594	1509	PRJNA63405	1594	1509
869209	2561	2779	2608	PRJNA65781	2779	2608
869210	2194	2310	2205	PRJNA65783	2310	2205
869211	2249	2350	2264	PRJNA162041	2350	2264
869212	4089	4214	4139	PRJNA168321	4214	4139
869215	1837	2037	1823	PRJNA162037	2037	1823
869216	1906	2113	1929	PRJNA162035	2113	1929
869269	1791	2003	1820	PRJNA162039	2003	1820
869303	1825					
869304	1841					
869306	1839					
869307	1842					
869309	1884	2083	1926	PRJNA174986	2083	1926
869727	1595	1646	1595	PRJNA159985	1646	1595
869729	4779	4891	4783	PRJNA162043	4891	4783
869816	2577	2678	2577	PRJNA159691	2678	2577
871271	206	232	202	PRJNA52459	232	202
871585	3598	3674	3599	PRJNA83123	3674	3599
871963	3287	3525	3340	PRJNA82555	3525	3340
872331	658	711	658	PRJNA51695	711	658
873447	2143					
875328	4332	4398	4346	PRJNA67369	4398	4346
879088	2868	2958	2874	PRJEA175105	2958	2874
879089	2900	2992	2907	PRJEA175106	2992	2907
879090	2821	2911	2826	PRJEA175107	2911	2826
879212	3390	3772	3440	PRJNA76943	3772	3440
879243	1672	1777	1699	PRJNA66603	1777	1699
879462		4465	4278	PRJNA190200	4465	4278
879567		3431	3354	PRJNA190704	3431	3354
880070	4983	5149	5000	PRJNA71485	5149	5000
880071	3828	4090	3878	PRJNA168257	4090	3878
880072	2861	3022	2866	PRJNA65785	3022	2866
880073	3674	3860	3750	PRJNA81765	3860	3750
880447	890	925	882	PRJNA60849	925	882
880478	2405	2632	2420	PRJNA169227	2632	2420
880591	3209	3358	3213	PRJNA59581	3358	3213
880633	1997	2084	2011	PRJNA174439	2084	2011
880724	1753	1843	1772	PRJNA67321	1843	1772
882020	2928	3018	2935	PRJEA175108	3018	2935
882081	4376	4530	4376	PRJNA75103	4530	4376
882082	5033	5196	5046	PRJNA83011	5196	5046
882083	5567	5784	5578	PRJNA83009	5784	5578
882094	2815	2906	2821	PRJEA175768	2906	2821
882095	2867	2953	2868	PRJEA175109	2953	2868
882096	2861	2951	2866	PRJEA175110	2951	2866
882097	2750	2840	2755	PRJEA175111	2840	2755
882101	170	166	166	PRJNA68755	166	166
882102	3722	3838	3732	PRJNA68057	3838	3732
882378	3859	3936	3870	PRJNA60487	3936	3870
882884		4671	4467	PRJNA58191	4671	4467
883062	1783	1845	1783	PRJNA59545	1845	1783
883064	3161	3218	3138	PRJNA181552	3218	3138
884204	6021	6262	6070	PRJNA162511	6262	6070
885272	1508	1587	1509	PRJNA182031	1587	1509
885275	4908	5049	4919	PRJNA162049	5049	4919
885276	4908	5049	4919	PRJNA162047	5049	4919
886293	7119	7683	7251	PRJNA81777	7683	7251
886377	3425	3525	3432	PRJNA72479	3525	3432
886738	2038	2171	2038	PRJNA66129	2171	2038
886882	6024	6286	6032	PRJNA59583	6286	6032
887061	2709	2772	2712	PRJNA60723	2772	2712
887712	958	997	954	PRJNA68843	997	954
889378	2756	2873	2782	PRJNA81779	2873	2782
889513	2094	2213	2095	PRJNA159673	2213	2095
889738	3768	3921	3811	PRJNA162739	3921	3811
889932	3032	3182	3038	PRJNA53537	3182	3038
889933	2514	2596	2520	PRJNA159389	2596	2520
890402	1795	1878	1806	PRJNA60163	1878	1806
891391	2028	2134	2059	PRJNA63605	2134	2059
891398	121	160	121	PRJNA68741	160	121
891968	1999	2109	2017	PRJNA168323	2109	2017
903503	405	481	406	PRJNA68739	481	406
903510	4440	4578	4455	PRJNA82347	4578	4455
903814	4506	4590	4509	PRJNA59777	4590	4509
904139	4516	4773	4554	PRJNA83017	4773	4554
906968	2522	2648	2531	PRJNA66607	2648	2531
907237	1560	1607	1565	PRJNA159491	1607	1565
907238	1596	1642	1600	PRJNA161149	1642	1600
907239	1562	1614	1572	PRJNA159989	1614	1572
907240	1599	1647	1605	PRJNA159493	1647	1605
907287	686	739	693	PRJNA162053	739	693
908937	3353	2726	2544	PRJNA184818	2726	2544
909420	2946	2097	2025	PRJNA162083	2097	2025
909945	4675	4921	4682	PRJNA83019	4921	4682
909946	4826	4992	4842	PRJNA84393	4992	4842
909947	4188	4574	4199	PRJNA83023	4574	4199
909952	2344	2443	2345	PRJNA162059	2443	2345
909954	1748	1854	1772	PRJNA162057	1854	1772
910348	4296	4581	4393	PRJNA162061	4581	4393
911045	5456	5560	5468	PRJNA82373	5560	5468
914127	4549	4701	4562	PRJNA62243	4701	4562
914149	3814	3946	3845	PRJNA78933	3946	3845
926550	4097	4174	4119	PRJNA158165	4174	4119
926556	4505	4684	4547	PRJNA184076	4684	4547
926562	3471	3563	3485	PRJNA82951	3563	3485
926566	3932	4399	4245	PRJNA168183	4399	4245
926567	1737	1810	1739	PRJNA80703	1810	1739
926569	3110	3235	3166	PRJNA62245	3235	3166
926570	3858	4005	3948	PRJNA63345	4005	3948
927666	1907	1991	1907	PRJNA65449	1991	1907
927704	3477	3609	3512	PRJNA157247	3609	3512
928724	4237	4386	4244	PRJNA82727	4386	4244
929102	2365	2549	2408	PRJNA160253	2549	2408
929506	2969	3116	2994	PRJNA66203	3116	2994
929556	4304	4490	4310	PRJNA81783	4490	4310
929557	951	1009	951	PRJEA162063	1009	951
929558	3120					
929562	4249	4365	4267	PRJNA177079	4365	4267
929704	3687	3892	3754	PRJNA82721	3892	3754
930169	4381	4470	4417	PRJNA176364	4470	4417
930170	5739	5931	5782	PRJNA158875	5931	5782
930171	4081	4274	4131	PRJNA63629	4274	4131
930943	2718	2861	2720	PRJNA162067	2861	2720
930944	4391	4551	4459	PRJEA162069	4551	4459
930945	2631	2806	2644	PRJNA162071	2806	2644
931276	10	5937	5821	PRJNA189747	5937	5821
931281	4958	5046	4960	PRJNA162055	5046	4960
931626	3446	3561	3473	PRJNA88073	3561	3473
932677	4060	4138	4038	PRJDA162073	4138	4038
933093	2933	2981	2926	PRJNA86885	2981	2926
933801	2329	2424	2329	PRJNA66875	2424	2329
935296	5486	5613	5499	PRJNA187411	5613	5499
935297	3140	3442	3153	PRJNA159541	3442	3153
935298	2079	2200	2079	PRJNA159671	2200	2079
935588	1946	2094	2023	PRJNA162075	2094	2023
935589	1909	2085	2014	PRJNA162077	2085	2014
935591	1913	2057	1985	PRJNA162079	2057	1985
935593	1910	2094	2022	PRJNA162081	2094	2022
935599	1896	2045	1971	PRJNA162085	2045	1971
935697	2058	2194	2060	PRJNA159667	2194	2060
935897	1768	1896	1786	PRJNA62097	1896	1786
936139	777	811	778	PRJNA162087	811	778
936153	3010	3157	3075	PRJNA159663	3157	3075
936154	1864	1937	1868	PRJNA67355	1937	1868
936155	1649	1702	1654	PRJNA61409	1702	1654
936156	4145	4258	4145	PRJNA62463	4258	4145
937773	2449	2531	2450	PRJNA62125	2531	2450
937774	1556	1603	1556	PRJNA62103	1603	1556
937775	2928	3129	2942	PRJNA82735	3129	2942
937777	4157	4465	4183	PRJNA183485	4465	4183
940190	1876	1997	1885	PRJNA66803	1997	1885
940296	2123	2254	2196	PRJNA161097	2254	2196
940615	1	4756	4542	PRJNA50551	4756	4542
941193	5678	5770	5684	PRJNA162089	5770	5684
941638	1117	1323	1112	PRJNA82369	1323	1112
941639	2940	3052	2971	PRJNA68053	3052	2971
941640	1545	1580	1545	PRJNA62461	1580	1545
941967	3351	3427	3363	PRJNA158857	3427	3363
941968	3688	3816	3691	PRJEA162091	3816	3691
942513	1924	2137	1941	PRJEA162093	2137	1941
943945	962	1108	1050	PRJNA62099	1108	1050
944546	2155	2226	2158	PRJNA158699	2226	2158
944547	2838	2919	2848	PRJNA158135	2919	2848
945704	2056	2174	2066	PRJNA162095	2174	2066
945711	2180	2246	2180	PRJNA159659	2246	2180
945712	2333	2402	2334	PRJNA68291	2402	2334
945713	3163	3245	3195	PRJNA162097	3245	3195
953739	7456	7541	7453	PRJNA177080	7541	7453
956149		4287	4183	PRJNA189241	4287	4183
956483	791	839	801	PRJNA68691	839	801
977880	1	6064	5896	PRJNA61615	6064	5896
979556	3671	3727	3676	PRJNA62789	3727	3676
979982	1853	1935	1855	PRJNA68743	1935	1855
980514	3819	4010	3956	PRJNA158679	4010	3956
981222	3053	3110	3054	PRJNA73587	3110	3054
981367	4291	4292	4292	PRJNA182023	4292	4292
981368	4148	4262	4181	PRJNA73179	4262	4181
981539	2238	2371	2246	PRJDA162103	2371	2246
981540	1865	2102	1869	PRJNA68019	2102	1869
983328	1720	1943	1720	PRJNA182025	1943	1720
983544	2958	3027	2967	PRJNA68067	3027	2967
983545	4541	4689	4547	PRJNA66595	4689	4547
983548	2978	3049	2978	PRJNA66593	3049	2978
983917	4675	4767	4693	PRJNA158163	4767	4693
984129	1817	1867	1818	PRJNA162105	1867	1818
984262	4218	4325	4251	PRJNA89375	4325	4251
984892	2346	2460	2356	PRJNA162109	2460	2356
985002	2499	2596	2528	PRJNA89393	2596	2528
985006	2428	2548	2433	PRJNA159391	2548	2433
985053	2318	2393	2320	PRJNA63631	2393	2320
985080	1603	1655	1603	PRJNA161159	1655	1603
985081	1593	1647	1593	PRJNA161151	1647	1593
985665	5518	5642	5525	PRJNA82371	5642	5525
990282	4539	4685	4555	PRJNA87049	4685	4555
990288	3062	3240	3187	PRJNA70791	3240	3187
990315	4495	4593	4516	PRJNA159539	4593	4516
990316	2791	2927	2850	PRJNA66207	2927	2850
990317	2291	2431	2329	PRJNA63617	2431	2329
991791	3921	4057	3922	PRJNA68293	4057	3922
991905	4354	4453	4393	PRJNA65447	4453	4393
992186	4192	4266	4203	PRJNA66751	4266	4203
992406	1977	2091	1985	PRJNA162013	2091	1985
993512	1968	2064	1974	PRJNA162111	2064	1974
994476	3983	4206	4022	PRJNA63663	4206	4022
994484	6081	6176	6095	PRJNA66303	6176	6095
996285	4262	4373	4301	PRJNA162113	4373	4301
996634	2348	2417	2349	PRJDA169879	2417	2349
997761	7229	7476	7252	PRJNA162117	7476	7252
998088	4009	4170	4028	PRJNA66323	4170	4028
998820	3166	3305	3204	PRJNA162119	3305	3204
999378	3119	3264	3164	PRJNA162121	3264	3164
999434	3					
999541	7351	7757	7411	PRJNA66301	7757	7411
999629		27	27	PRJNA80923	27	27
999630	2185	2229	2186	PRJNA65089	2229	2186
999891	4089	4177	4089	PRJNA158701	4177	4089
1001534	1527	1764	1544	PRJNA89373	1764	1544
1001542	1528	1850	1624	PRJNA89379	1850	1624
1001582	13	4355	4228	PRJNA158133	4355	4228
1001585	4954	5035	4958	PRJNA66299	5035	4958
1002672	1447	1482	1447	PRJNA66305	1482	1447
1002804	1959	2012	1971	PRJNA68141	2012	1971
1002809	3812	3956	3823	PRJDA168516	3956	3823
1003195	9597	15236	15044	PRJNA162187	7651	7569
1003195	9597	15236	15044	PRJNA77117	7585	7475
1003201	837	874	838	PRJNA158161	874	838
1003202	838	875	839	PRJNA158357	875	839
1003238		1004	925	PRJNA182027	1004	925
1004785	3750	3858	3772	PRJNA176365	3858	3772
1004786	4262	4405	4321	PRJNA179068	4405	4321
1004787	3948	4054	3966	PRJNA176366	4054	3966
1004788	3875	3979	3888	PRJNA176367	3979	3888
1004951	1940	2097	1987	PRJNA167482	2097	1987
1004952	2070	2190	2078	PRJNA162127	2190	2078
1005041	2065	2161	2079	PRJNA162123	2161	2079
1005042	2028	2196	2074	PRJNA162125	2196	2074
1005048	4429	4493	4432	PRJNA70793	4493	4432
1005057	538	591	538	PRJNA158535	591	538
1005058	2482	2587	2500	PRJNA66567	2587	2500
1005090	569	625	569	PRJNA158533	625	569
1006006	2029	2077	2029	PRJNA66329	2077	2029
1006007	5273	7593	7323	PRJNA159841	5493	5274
1006007	5273	7593	7323	PRJNA74443	2100	2049
1006543	2671	2797	2711	PRJNA159861	2797	2711
1006551	5483	5598	5488	PRJNA83159	5598	5488
1007064		2053	1952	PRJNA66327	2053	1952
1007105	3751	3831	3773	PRJNA66391	3831	3773
1008297	4417	4579	4430	PRJNA158047	4579	4430
1008459	1523	1576	1524	PRJNA73771	1576	1524
1009464	1313	1397	1317	PRJNA162045	1397	1317
1009846	5815	5903	5825	PRJNA173858	5903	5825
1010840	1688	1792	1691	PRJNA158061	1792	1691
1016998	5559	5771	5591	PRJNA59097	5771	5591
1017264	3274	3873	3456	PRJNA158859	3873	3456
1027396	2953	3038	2953	PRJNA182026	3038	2953
1027843	973	1019	973	PRJNA159525	1019	973
1027844	978	1019	978	PRJNA159523	1019	978
1027845	978	1020	978	PRJNA159521	1020	978
1027846	975	1019	975	PRJNA159527	1019	975
1028307	4909	5021	4912	PRJNA68103	5021	4912
1028566		2308	2275	PRJNA189027	2308	2275
1028567		2350	2317	PRJNA189028	2350	2317
1028799	2467	2545	2468	PRJNA88071	2545	2468
1029718	1487	1570	1491	PRJNA71379	1570	1491
1029825	3221	3290	3229	PRJNA158853	3290	3229
1030009	2975	3062	2977	PRJNA162131	3062	2977
1030843	2194	2316	2217	PRJNA67407	2316	2217
1031709	2346	2402	2348	PRJNA162137	2402	2348
1031710	3562	3641	3574	PRJNA162135	3641	3574
1031711	4960	5078	5016	PRJNA162133	5078	5016
1032480	5305	5392	5338	PRJNA68055	5392	5338
1032845	1296	1338	1297	PRJNA70839	1338	1297
1033813	4873	4975	4873	PRJNA162139	4975	4873
1033837	2134	2222	2162	PRJNA67985	2222	2162
1034807	2848	3087	2872	PRJNA73421	3087	2872
1034809	2423	2451	2425	PRJEA162143	2451	2425
1034836	4190	4286	4190	PRJNA158881	4286	4190
1035377	4052	4333	4247	PRJNA158119	4333	4247
1035817	1969	2050	1985	PRJNA158861	2050	1985
1036672	3933	3980	3933	PRJNA80859	3980	3933
1036673	7781	7983	7811	PRJNA68311	7983	7811
1036743	3878	3946	3878	PRJNA162149	3946	3878
1037409	8798	8885	8826	PRJNA158851	8885	8826
1037911	5246	5428	5267	PRJNA165185	5428	5267
1037915	6206	6315	6223	PRJNA167864	6315	6223
1038921	5838	5967	5848	PRJNA181709	5967	5848
1038922	5580	5707	5597	PRJNA181592	5707	5597
1038923	5702	5824	5715	PRJNA181713	5824	5715
1038924	5363	5482	5372	PRJNA181712	5482	5372
1041504	1345	1398	1343	PRJNA73425	1398	1343
1041809	1418	1468	1415	PRJNA159517	1468	1415
1041826	2617	2731	2642	PRJNA80731	2731	2642
1041930	2449	2574	2455	PRJNA157911	2574	2455
1042156	2601	2678	2613	PRJNA68705	2678	2613
1042403	1657	1724	1660	PRJNA158869	1724	1660
1042417	2208	2244	2208	PRJNA184077	2244	2208
1042876	5172	5369	5218	PRJNA68747	5369	5218
1042877	2133	2181	2133	PRJNA70841	2181	2133
1042878	7773	7968	7832	PRJNA68689	7968	7832
1045004	1818	1878	1825	PRJNA81361	1878	1825
1045854	1346	1428	1357	PRJNA68837	1428	1357
1045855	3147	3202	3149	PRJNA75113	3202	3149
1045856	4617	85	85	PRJNA80739	85	85
1045858	2872	2926	2872	PRJNA158369	2926	2872
1046624	2224					
1046625		3100	2996	PRJNA85143	3100	2996
1046629	1933	2083	1996	PRJNA162151	2083	1996
1046631		3184	3059	PRJNA170534	3184	3059
1046632		3327	3221	PRJNA170535	3327	3221
1048245	3837	3982	3861	PRJNA70731	3982	3861
1048260	2447	2527	2471	PRJNA175904	2527	2471
1048264	1846					
1048689	5058	5255	5128	PRJNA162153	5255	5128
1048834	3170	3297	3208	PRJNA158681	3297	3208
1049565	227	5264	5152	PRJNA162147	5264	5152
1050219	1124	1165	1124	PRJNA175578	1165	1124
1050221	1052	1093	1052	PRJNA175579	1093	1052
1050617	5502					
1051072	2063	2159	2087	PRJNA162155	2159	2087
1051074	2139	2230	2145	PRJEA162157	2230	2145
1051632	3722	3837	3754	PRJNA68841	3837	3754
1052585	4226	4475	4297	PRJNA73967	4475	4297
1052588	4101	4257	4128	PRJNA158879	4257	4128
1052684	5357	3602	3508	PRJEA162159	3602	3508
1053648	115	155	116	PRJNA159519	155	116
1053692		1890	1848	PRJNA70729	1890	1848
1054460	2235	2280	2236	PRJNA71153	2280	2236
1055527	1557	1618	1576	PRJNA158157	1618	1576
1055528	1535	1582	1540	PRJNA159611	1582	1540
1055529	1570	1615	1573	PRJNA161157	1615	1573
1055530	1516	1561	1519	PRJNA159615	1561	1519
1055531	1532	1580	1538	PRJNA182201	1580	1538
1055532	1383	1429	1387	PRJNA182202	1429	1387
1056495	1474	1576	1478	PRJNA183486	1576	1478
1064539	7631	7960	7557	PRJEA162161	7960	7557
1069533	1874	2085	1906	PRJNA87033	2085	1906
1069534	1851	2054	1862	PRJNA73417	2054	1862
